AT4T3 - Chris- (25,15)
























Press any key to start conversion
























Press any key to start conversion
time=1, red=58401, ir=58314
time=699, red=203872, ir=166515
time=709, red=203899, ir=166452
time=719, red=203890, ir=166430
time=729, red=203856, ir=166378
time=739, red=203866, ir=166337
time=749, red=203866, ir=166313
time=759, red=203871, ir=166292
time=769, red=203903, ir=166287
time=779, red=203930, ir=166294
time=788, red=203971, ir=166290
time=798, red=204015, ir=166293
time=808, red=204062, ir=166297
time=818, red=204082, ir=166322
time=828, red=204126, ir=166340
time=838, red=204147, ir=166337
time=848, red=204167, ir=166352
time=858, red=204174, ir=166349
time=868, red=204151, ir=166338
time=878, red=204132, ir=166334
time=888, red=204125, ir=166341
time=898, red=204141, ir=166365
time=908, red=204164, ir=166393
time=918, red=204190, ir=166386
time=928, red=204210, ir=166411
time=938, red=204221, ir=166421
time=948, red=204199, ir=166411
time=958, red=204205, ir=166424
time=968, red=204187, ir=166444
time=978, red=204223, ir=166443
time=988, red=204236, ir=166467
time=998, red=204274, ir=166470
time=1008, red=204300, ir=166485
time=1018, red=204308, ir=166485
time=1028, red=204306, ir=166478
time=1038, red=204282, ir=166471
time=1048, red=204282, ir=166465
time=1058, red=204261, ir=166452
time=1068, red=204230, ir=166468
time=1078, red=204226, ir=166460
time=1088, red=204190, ir=166433
time=1098, red=204179, ir=166424
time=1108, red=204154, ir=166416
time=1118, red=204139, ir=166415
time=1128, red=204125, ir=166398
time=1138, red=204122, ir=166408
time=1148, red=204135, ir=166416
time=1158, red=204171, ir=166429
time=1168, red=204181, ir=166444
time=1178, red=204173, ir=166423
time=1188, red=204163, ir=166428
time=1198, red=204166, ir=166430
time=1208, red=204177, ir=166433
time=1218, red=204164, ir=166447
time=1228, red=204184, ir=166464
time=1238, red=204198, ir=166469
time=1248, red=204201, ir=166480
time=1258, red=204202, ir=166496
time=1268, red=204209, ir=166492
time=1278, red=204216, ir=166513
time=1288, red=204222, ir=166521
time=1298, red=204220, ir=166533
time=1308, red=204232, ir=166549
time=1318, red=204243, ir=166580
time=1328, red=204245, ir=166603
time=1338, red=204229, ir=166599
time=1348, red=204208, ir=166586
time=1358, red=204233, ir=166602
time=1368, red=204247, ir=166633
time=1378, red=204227, ir=166630
time=1388, red=204218, ir=166626
time=1398, red=204238, ir=166636
time=1408, red=204231, ir=166658
time=1418, red=204263, ir=166657
time=1428, red=204285, ir=166702
time=1438, red=204296, ir=166713
time=1448, red=204293, ir=166737
time=1458, red=204319, ir=166752
time=1468, red=204315, ir=166759
time=1478, red=204313, ir=166778
time=1488, red=204329, ir=166778
time=1498, red=204317, ir=166787
time=1508, red=204333, ir=166803
time=1518, red=204329, ir=166829
time=1528, red=204339, ir=166838
time=1538, red=204333, ir=166855
time=1548, red=204344, ir=166858
time=1558, red=204342, ir=166883
time=1568, red=204334, ir=166897
time=1578, red=204323, ir=166903
time=1588, red=204336, ir=166905
time=1598, red=204330, ir=166907
time=1608, red=204343, ir=166922
time=1618, red=204330, ir=166926
time=1628, red=204308, ir=166915
time=1638, red=204302, ir=166922
time=1648, red=204300, ir=166922
time=1658, red=204301, ir=166901
time=1668, red=204308, ir=166884
time=1678, red=204304, ir=166869
time=1688, red=204283, ir=166822
time=1698, red=204292, ir=166801
time=1708, red=204291, ir=166769
time=1718, red=204258, ir=166737
time=1728, red=204241, ir=166677
time=1738, red=204232, ir=166634
time=1748, red=204226, ir=166588
time=1758, red=204203, ir=166558
time=1768, red=204187, ir=166492
time=1778, red=204172, ir=166442
time=1788, red=204151, ir=166392
time=1798, red=204165, ir=166347
time=1808, red=204163, ir=166297
time=1818, red=204143, ir=166255
time=1828, red=204170, ir=166210
time=1838, red=204181, ir=166188
time=1848, red=204216, ir=166147
time=1858, red=204223, ir=166134
time=1868, red=204247, ir=166103
time=1878, red=204278, ir=166086
time=1888, red=204299, ir=166056
time=1898, red=204315, ir=166041
time=1908, red=204342, ir=166022
time=1918, red=204350, ir=165986
time=1928, red=204369, ir=165974
time=1938, red=204382, ir=165960
time=1948, red=204407, ir=165958
time=1958, red=204427, ir=165951
time=1968, red=204444, ir=165952
time=1978, red=204471, ir=165956
time=1988, red=204487, ir=165965
time=1998, red=204510, ir=165952
time=2008, red=204546, ir=165981
time=2018, red=204575, ir=166005
time=2028, red=204626, ir=166049
time=2038, red=204666, ir=166066
time=2048, red=204694, ir=166095
time=2058, red=204726, ir=166110
time=2068, red=204756, ir=166121
time=2078, red=204753, ir=166147
time=2088, red=204755, ir=166153
time=2098, red=204757, ir=166172
time=2108, red=204741, ir=166172
time=2118, red=204752, ir=166215
time=2128, red=204778, ir=166227
time=2138, red=204770, ir=166234
time=2148, red=204761, ir=166272
time=2158, red=204776, ir=166305
time=2168, red=204789, ir=166302
time=2178, red=204802, ir=166330
time=2188, red=204790, ir=166327
time=2198, red=204766, ir=166339
time=2208, red=204765, ir=166361
time=2218, red=204809, ir=166386
time=2228, red=204848, ir=166429
time=2238, red=204913, ir=166478
time=2248, red=204970, ir=166512
time=2258, red=205030, ir=166536
time=2268, red=205021, ir=166540
time=2278, red=204987, ir=166533
time=2288, red=205012, ir=166545
time=2298, red=205035, ir=166556
time=2308, red=205064, ir=166595
time=2318, red=205118, ir=166610
time=2328, red=205158, ir=166653
time=2338, red=205228, ir=166703
time=2348, red=205335, ir=166774
time=2358, red=205408, ir=166799
time=2368, red=205440, ir=166843
time=2378, red=205481, ir=166874
time=2388, red=205531, ir=166910
time=2398, red=205553, ir=166927
time=2408, red=205557, ir=166940
time=2418, red=205542, ir=166942
time=2428, red=205529, ir=166940
time=2438, red=205517, ir=166942
time=2448, red=205502, ir=166946
time=2458, red=205484, ir=166965
time=2468, red=205517, ir=167012
time=2478, red=205597, ir=167065
time=2488, red=205653, ir=167095
time=2498, red=205661, ir=167121
time=2508, red=205665, ir=167134
time=2518, red=205660, ir=167158
time=2528, red=205657, ir=167192
time=2538, red=205644, ir=167215
time=2548, red=205620, ir=167203
time=2558, red=205567, ir=167221
time=2568, red=205557, ir=167225
time=2578, red=205574, ir=167254
time=2588, red=205572, ir=167287
time=2598, red=205588, ir=167301
time=2608, red=205573, ir=167322
time=2618, red=205578, ir=167344
time=2628, red=205559, ir=167346
time=2638, red=205533, ir=167365
time=2648, red=205479, ir=167364
time=2658, red=205454, ir=167363
time=2668, red=205395, ir=167361
time=2678, red=205344, ir=167349
time=2688, red=205332, ir=167349
time=2698, red=205309, ir=167377
time=2708, red=205312, ir=167389
time=2718, red=205337, ir=167425
time=2728, red=205330, ir=167426
time=2738, red=205329, ir=167438
time=2748, red=205346, ir=167485
time=2758, red=205331, ir=167503
time=2768, red=205290, ir=167517
time=2778, red=205293, ir=167529
time=2788, red=205316, ir=167554
time=2798, red=205327, ir=167589
time=2808, red=205319, ir=167633
time=2818, red=205300, ir=167643
time=2828, red=205307, ir=167645
time=2838, red=205290, ir=167675
time=2848, red=205289, ir=167691
time=2858, red=205302, ir=167716
time=2868, red=205291, ir=167714
time=2878, red=205257, ir=167727
time=2888, red=205215, ir=167711
time=2898, red=205168, ir=167706
time=2908, red=205128, ir=167686
time=2918, red=205079, ir=167654
time=2928, red=205022, ir=167646
time=2938, red=205011, ir=167607
time=2948, red=204984, ir=167575
time=2958, red=204959, ir=167555
time=2968, red=204910, ir=167497
time=2978, red=204854, ir=167459
time=2988, red=204821, ir=167392
time=2998, red=204782, ir=167356
time=3008, red=204781, ir=167316
time=3018, red=204792, ir=167258
time=3028, red=204794, ir=167232
time=3038, red=204770, ir=167170
time=3048, red=204767, ir=167134
time=3058, red=204806, ir=167103
time=3068, red=204860, ir=167087
time=3078, red=204867, ir=167078
time=3088, red=204866, ir=167046
time=3098, red=204864, ir=167000
time=3108, red=204875, ir=166970
time=3118, red=204872, ir=166932
time=3128, red=204890, ir=166927
time=3138, red=204893, ir=166905
time=3148, red=204901, ir=166886
time=3158, red=204926, ir=166886
time=3168, red=204925, ir=166873
time=3178, red=204920, ir=166843
time=3188, red=204905, ir=166852
time=3198, red=204887, ir=166814
time=3208, red=204901, ir=166814
time=3218, red=204920, ir=166817
time=3228, red=204918, ir=166824
time=3238, red=204931, ir=166815
time=3248, red=204932, ir=166835
time=3258, red=204927, ir=166830
time=3268, red=204902, ir=166872
time=3278, red=204918, ir=166869
time=3288, red=204910, ir=166885
time=3298, red=204879, ir=166890
time=3308, red=204869, ir=166898
time=3318, red=204830, ir=166908
time=3328, red=204838, ir=166925
time=3338, red=204831, ir=166926
time=3348, red=204835, ir=166965
time=3358, red=204822, ir=166965
time=3368, red=204818, ir=166967
time=3378, red=204787, ir=166965
time=3388, red=204790, ir=166974
time=3398, red=204775, ir=166971
time=3408, red=204747, ir=166980
time=3418, red=204715, ir=166985
time=3428, red=204675, ir=166969
time=3438, red=204664, ir=166968
time=3448, red=204618, ir=166964
time=3458, red=204594, ir=166959
time=3468, red=204553, ir=166935
time=3478, red=204515, ir=166920
time=3488, red=204492, ir=166902
time=3498, red=204454, ir=166890
time=3508, red=204427, ir=166875
time=3518, red=204399, ir=166862
time=3528, red=204356, ir=166877
time=3538, red=204350, ir=166844
time=3548, red=204330, ir=166851
time=3558, red=204320, ir=166840
time=3568, red=204316, ir=166865
time=3578, red=204283, ir=166852
time=3588, red=204270, ir=166858
time=3598, red=204260, ir=166875
time=3608, red=204236, ir=166858
time=3618, red=204254, ir=166878
time=3628, red=204237, ir=166884
time=3638, red=204231, ir=166891
time=3648, red=204207, ir=166913
time=3658, red=204195, ir=166895
time=3668, red=204199, ir=166912
time=3678, red=204215, ir=166946
time=3688, red=204209, ir=166946
time=3698, red=204215, ir=166959
time=3708, red=204181, ir=166974
time=3718, red=204202, ir=166982
time=3728, red=204185, ir=167013
time=3738, red=204237, ir=167031
time=3748, red=204237, ir=167048
time=3758, red=204248, ir=167083
time=3768, red=204251, ir=167085
time=3778, red=204254, ir=167114
time=3788, red=204266, ir=167103
time=3798, red=204255, ir=167145
time=3808, red=204230, ir=167141
time=3818, red=204222, ir=167167
time=3828, red=204234, ir=167188
time=3838, red=204254, ir=167207
time=3848, red=204267, ir=167227
time=3858, red=204263, ir=167234
time=3868, red=204237, ir=167251
time=3878, red=204215, ir=167264
time=3888, red=204213, ir=167283
time=3898, red=204219, ir=167284
time=3908, red=204209, ir=167285
time=3918, red=204157, ir=167288
time=3928, red=204136, ir=167267
time=3938, red=204126, ir=167301
time=3948, red=204120, ir=167313
time=3958, red=204134, ir=167326
time=3968, red=204135, ir=167346
time=3978, red=204118, ir=167367
time=3988, red=204145, ir=167389
time=3998, red=204156, ir=167424
time=4008, red=204168, ir=167427
time=4018, red=204168, ir=167462
time=4028, red=204166, ir=167465
time=4038, red=204151, ir=167475
time=4048, red=204124, ir=167477
time=4058, red=204128, ir=167504
time=4068, red=204102, ir=167490
time=4078, red=204097, ir=167484
time=4088, red=204091, ir=167483
time=4098, red=204094, ir=167474
time=4108, red=204095, ir=167465
time=4118, red=204089, ir=167444
time=4128, red=204101, ir=167421
time=4138, red=204076, ir=167419
time=4148, red=204035, ir=167370
time=4158, red=204018, ir=167350
time=4168, red=204011, ir=167298
time=4178, red=203977, ir=167264
time=4188, red=203963, ir=167235
time=4198, red=203947, ir=167189
time=4208, red=203947, ir=167134
time=4218, red=203921, ir=167090
time=4228, red=203894, ir=167041
time=4238, red=203898, ir=166999
time=4248, red=203893, ir=166951
time=4258, red=203893, ir=166907
time=4268, red=203897, ir=166860
time=4278, red=203893, ir=166818
time=4288, red=203868, ir=166785
time=4298, red=203853, ir=166727
time=4308, red=203850, ir=166690
time=4318, red=203850, ir=166667
time=4328, red=203857, ir=166622
time=4338, red=203883, ir=166623
time=4348, red=203877, ir=166594
time=4358, red=203883, ir=166563
time=4368, red=203868, ir=166550
time=4378, red=203888, ir=166525
time=4388, red=203878, ir=166523
time=4398, red=203910, ir=166521
time=4408, red=203930, ir=166516
time=4418, red=203888, ir=166491
time=4428, red=203873, ir=166484
time=4438, red=203887, ir=166490
time=4448, red=203928, ir=166527
time=4458, red=203944, ir=166558
time=4468, red=203970, ir=166577
time=4478, red=204008, ir=166604
time=4488, red=204023, ir=166635
time=4498, red=204061, ir=166660
time=4508, red=204101, ir=166686
time=4518, red=204137, ir=166713
time=4528, red=204145, ir=166744
time=4538, red=204144, ir=166764
time=4548, red=204183, ir=166777
time=4558, red=204200, ir=166805
time=4568, red=204218, ir=166843
time=4578, red=204228, ir=166849
time=4588, red=204222, ir=166889
time=4598, red=204250, ir=166892
time=4608, red=204263, ir=166915
time=4618, red=204265, ir=166937
time=4628, red=204280, ir=166944
time=4638, red=204278, ir=166957
time=4648, red=204271, ir=166962
time=4658, red=204260, ir=166969
time=4668, red=204282, ir=166989
time=4678, red=204277, ir=166991
time=4688, red=204266, ir=166991
time=4698, red=204290, ir=166991
time=4708, red=204288, ir=166996
time=4718, red=204287, ir=167002
time=4728, red=204292, ir=166996
time=4738, red=204299, ir=167018
time=4748, red=204286, ir=167012
time=4758, red=204284, ir=167027
time=4768, red=204291, ir=167021
time=4778, red=204290, ir=167035
time=4788, red=204287, ir=167040
time=4798, red=204292, ir=167048
time=4808, red=204311, ir=167049
time=4818, red=204316, ir=167064
time=4828, red=204313, ir=167072
time=4838, red=204330, ir=167099
time=4848, red=204340, ir=167123
time=4858, red=204323, ir=167124
time=4868, red=204334, ir=167143
time=4878, red=204332, ir=167145
time=4888, red=204357, ir=167150
time=4898, red=204369, ir=167158
time=4908, red=204359, ir=167182
time=4918, red=204339, ir=167165
time=4928, red=204331, ir=167166
time=4938, red=204330, ir=167166
time=4948, red=204339, ir=167217
time=4958, red=204368, ir=167231
time=4968, red=204371, ir=167254
time=4978, red=204368, ir=167280
time=4988, red=204424, ir=167319
time=4998, red=204440, ir=167347
time=5008, red=204448, ir=167363
time=5018, red=204449, ir=167386
time=5028, red=204455, ir=167399
time=5038, red=204459, ir=167396
time=5048, red=204470, ir=167417
time=5058, red=204460, ir=167444
time=5068, red=204488, ir=167474
time=5078, red=204490, ir=167489
time=5088, red=204471, ir=167478
time=5098, red=204514, ir=167516
time=5108, red=204490, ir=167507
time=5118, red=204501, ir=167522
time=5128, red=204477, ir=167540
time=5138, red=204479, ir=167530
time=5148, red=204452, ir=167541
time=5158, red=204423, ir=167542
time=5168, red=204393, ir=167528
time=5178, red=204374, ir=167546
time=5188, red=204376, ir=167565
time=5198, red=204392, ir=167589
time=5208, red=204378, ir=167598
time=5218, red=204375, ir=167609
time=5228, red=204393, ir=167612
time=5238, red=204387, ir=167652
time=5248, red=204436, ir=167662
time=5258, red=204430, ir=167675
time=5268, red=204444, ir=167696
time=5278, red=204438, ir=167700
time=5288, red=204431, ir=167717
time=5298, red=204458, ir=167734
time=5308, red=204465, ir=167716
time=5318, red=204467, ir=167723
time=5328, red=204486, ir=167725
time=5338, red=204469, ir=167696
time=5348, red=204463, ir=167693
time=5358, red=204439, ir=167661
time=5368, red=204404, ir=167610
time=5378, red=204396, ir=167578
time=5388, red=204392, ir=167553
time=5398, red=204393, ir=167514
time=5408, red=204415, ir=167488
time=5418, red=204393, ir=167450
time=5428, red=204378, ir=167398
time=5438, red=204385, ir=167362
time=5448, red=204370, ir=167292
time=5458, red=204343, ir=167252
time=5468, red=204315, ir=167185
time=5478, red=204318, ir=167132
time=5488, red=204316, ir=167090
time=5498, red=204334, ir=167053
time=5508, red=204323, ir=167005
time=5518, red=204307, ir=166973
time=5528, red=204316, ir=166925
time=5538, red=204317, ir=166894
time=5548, red=204312, ir=166866
time=5558, red=204329, ir=166847
time=5568, red=204307, ir=166816
time=5578, red=204288, ir=166766
time=5588, red=204300, ir=166749
time=5598, red=204323, ir=166725
time=5608, red=204344, ir=166747
time=5618, red=204399, ir=166729
time=5628, red=204429, ir=166758
time=5638, red=204464, ir=166759
time=5648, red=204493, ir=166774
time=5658, red=204493, ir=166786
time=5668, red=204524, ir=166792
time=5678, red=204540, ir=166799
time=5688, red=204531, ir=166802
time=5698, red=204519, ir=166805
time=5708, red=204531, ir=166826
time=5718, red=204591, ir=166853
time=5728, red=204618, ir=166897
time=5738, red=204635, ir=166934
time=5748, red=204663, ir=166958
time=5758, red=204676, ir=166958
time=5768, red=204665, ir=166970
time=5778, red=204705, ir=166994
time=5788, red=204705, ir=167014
time=5798, red=204712, ir=167059
time=5808, red=204758, ir=167071
time=5818, red=204780, ir=167079
time=5828, red=204766, ir=167087
time=5838, red=204753, ir=167085
time=5848, red=204772, ir=167109
time=5858, red=204764, ir=167122
time=5868, red=204779, ir=167139
time=5878, red=204788, ir=167164
time=5888, red=204806, ir=167157
time=5898, red=204839, ir=167180
time=5908, red=204835, ir=167200
time=5918, red=204793, ir=167191
time=5928, red=204793, ir=167173
time=5938, red=204785, ir=167185
time=5948, red=204805, ir=167192
time=5958, red=204804, ir=167190
time=5968, red=204824, ir=167201
time=5978, red=204841, ir=167227
time=5988, red=204878, ir=167244
HR=65, SP=97
time=6013, red=204898, ir=167277
time=6018, red=204895, ir=167281
time=6028, red=204928, ir=167285
time=6038, red=204943, ir=167312
time=6048, red=204956, ir=167324
time=6058, red=204983, ir=167321
time=6068, red=204956, ir=167333
time=6078, red=204964, ir=167308
time=6088, red=204958, ir=167306
time=6098, red=204970, ir=167337
time=6108, red=204989, ir=167352
time=6118, red=205000, ir=167369
time=6128, red=205017, ir=167395
time=6138, red=205022, ir=167402
time=6148, red=205044, ir=167422
time=6158, red=205039, ir=167421
time=6168, red=205045, ir=167442
time=6178, red=205015, ir=167452
time=6188, red=205015, ir=167440
time=6198, red=205031, ir=167475
time=6208, red=205023, ir=167478
time=6218, red=205028, ir=167486
time=6228, red=205039, ir=167507
time=6238, red=205071, ir=167521
time=6248, red=205084, ir=167549
time=6258, red=205073, ir=167555
time=6268, red=205084, ir=167592
time=6278, red=205092, ir=167612
time=6288, red=205121, ir=167611
time=6298, red=205114, ir=167647
time=6308, red=205095, ir=167646
time=6318, red=205131, ir=167664
time=6328, red=205164, ir=167723
time=6338, red=205181, ir=167734
time=6348, red=205169, ir=167742
time=6358, red=205168, ir=167753
time=6368, red=205166, ir=167767
time=6378, red=205151, ir=167791
time=6388, red=205149, ir=167808
time=6398, red=205163, ir=167820
time=6408, red=205132, ir=167845
time=6418, red=205153, ir=167862
time=6428, red=205177, ir=167857
time=6438, red=205166, ir=167873
time=6448, red=205177, ir=167887
time=6458, red=205182, ir=167910
time=6468, red=205183, ir=167917
time=6478, red=205165, ir=167918
time=6488, red=205144, ir=167891
time=6498, red=205126, ir=167872
time=6508, red=205102, ir=167857
time=6518, red=205069, ir=167829
time=6528, red=205053, ir=167801
time=6538, red=205039, ir=167780
time=6548, red=205013, ir=167746
time=6558, red=204997, ir=167706
time=6568, red=204986, ir=167667
time=6578, red=204957, ir=167619
time=6588, red=204934, ir=167589
time=6598, red=204939, ir=167521
time=6608, red=204977, ir=167489
time=6618, red=204934, ir=167429
time=6628, red=204919, ir=167378
time=6638, red=204933, ir=167328
time=6648, red=204821, ir=167201
time=6658, red=204648, ir=167109
time=6668, red=204696, ir=167118
time=6678, red=204812, ir=167106
time=6688, red=204844, ir=167071
time=6698, red=204871, ir=167051
time=6708, red=204902, ir=167039
time=6718, red=204848, ir=166981
time=6728, red=204830, ir=166942
time=6738, red=204826, ir=166924
time=6748, red=204810, ir=166877
time=6758, red=204698, ir=166813
time=6768, red=203930, ir=166478
time=6778, red=203422, ir=166416
time=6788, red=204539, ir=166703
time=6798, red=204383, ir=166744
time=6808, red=204567, ir=166689
time=6818, red=204695, ir=166726
time=6828, red=204736, ir=166697
time=6838, red=204615, ir=166746
time=6848, red=204782, ir=166796
time=6858, red=204931, ir=166856
time=6868, red=204791, ir=166817
time=6878, red=204995, ir=166931
time=6888, red=205096, ir=166943
time=6898, red=205135, ir=167016
time=6908, red=204878, ir=166897
time=6918, red=203046, ir=166130
time=6928, red=204909, ir=166967
time=6938, red=205184, ir=167104
time=6948, red=204859, ir=166928
time=6958, red=205069, ir=167067
time=6968, red=204357, ir=166419
time=6978, red=204895, ir=167012
time=6988, red=203819, ir=166793
time=6998, red=204400, ir=166944
HR=65, SP=97
time=7008, red=205119, ir=167178
time=7018, red=205270, ir=167219
time=7028, red=205290, ir=167261
time=7038, red=205283, ir=167268
time=7048, red=205368, ir=167294
time=7058, red=205199, ir=167223
time=7068, red=205320, ir=167298
time=7078, red=205415, ir=167330
time=7088, red=205383, ir=167325
time=7098, red=205481, ir=167327
time=7108, red=205371, ir=167337
time=7118, red=205338, ir=167310
time=7128, red=205408, ir=167399
time=7138, red=205433, ir=167370
time=7148, red=205221, ir=167252
time=7158, red=205441, ir=167356
time=7168, red=205417, ir=167418
time=7178, red=205484, ir=167427
time=7188, red=205507, ir=167418
time=7198, red=205556, ir=167465
time=7208, red=205605, ir=167503
time=7218, red=205551, ir=167479
time=7228, red=205549, ir=167497
time=7238, red=205591, ir=167548
time=7248, red=205503, ir=167489
time=7258, red=205459, ir=167503
time=7268, red=205415, ir=167485
time=7278, red=205483, ir=167551
time=7288, red=205568, ir=167596
time=7298, red=204937, ir=167408
time=7308, red=205364, ir=167563
time=7318, red=205579, ir=167656
time=7328, red=205665, ir=167674
time=7338, red=205516, ir=167657
time=7348, red=205669, ir=167716
time=7358, red=205672, ir=167730
time=7368, red=205640, ir=167730
time=7378, red=205633, ir=167741
time=7388, red=205611, ir=167776
time=7398, red=205608, ir=167768
time=7408, red=205593, ir=167766
time=7418, red=205602, ir=167801
time=7428, red=205607, ir=167795
time=7438, red=205594, ir=167800
time=7448, red=205556, ir=167774
time=7458, red=205520, ir=167770
time=7468, red=205504, ir=167800
time=7478, red=205532, ir=167828
time=7488, red=205312, ir=167770
time=7498, red=205464, ir=167841
time=7508, red=205563, ir=167892
time=7518, red=205559, ir=167907
time=7528, red=205577, ir=167932
time=7538, red=205585, ir=167943
time=7548, red=205674, ir=168016
time=7558, red=205660, ir=167998
time=7568, red=180224, ir=147456
time=7578, red=131072, ir=98304
time=7588, red=81920, ir=49152
time=7598, red=32768, ir=8
time=7608, red=0, ir=0
time=7618, red=1, ir=3
time=7628, red=8, ir=0
time=7638, red=2, ir=1
time=7648, red=8, ir=7
time=7658, red=15, ir=12
time=7668, red=4, ir=7
time=7678, red=12, ir=4
time=7688, red=11, ir=2
time=7698, red=17, ir=0
time=7708, red=12, ir=1
time=7718, red=3, ir=4
time=7728, red=16, ir=8
time=7738, red=1, ir=5
time=7748, red=2, ir=4
time=7758, red=2, ir=5
time=7768, red=8, ir=0
time=7778, red=0, ir=0
time=7788, red=1, ir=3
time=7798, red=4, ir=0
time=7808, red=2, ir=6
time=7818, red=16, ir=8
time=7828, red=8, ir=2
time=7838, red=9, ir=17
time=7848, red=2, ir=1
time=7858, red=0, ir=14
time=7868, red=10, ir=0
time=7878, red=58259, ir=58129
time=7888, red=74681, ir=74634
time=7898, red=90975, ir=90949
time=7908, red=107286, ir=107378
time=7918, red=65536, ir=123766
time=7928, red=16384, ir=81920
time=7938, red=0, ir=32768
time=7948, red=7, ir=0
time=7958, red=3, ir=13
time=7968, red=10, ir=11
time=7978, red=6, ir=4
time=7988, red=0, ir=0
time=7998, red=7, ir=2
HR=171, SP=-1
time=8021, red=5, ir=9
time=8028, red=9, ir=4
time=8038, red=2, ir=0
time=8048, red=0, ir=7
time=8058, red=6, ir=0
time=8068, red=10, ir=11
time=8078, red=0, ir=0
time=8088, red=0, ir=11
time=8098, red=13, ir=6
time=8108, red=7, ir=20
time=8118, red=3, ir=8
time=8128, red=0, ir=11
time=8138, red=18, ir=1
time=8148, red=5, ir=5
time=8158, red=10, ir=8
time=8168, red=6, ir=5
time=8178, red=7, ir=7
time=8188, red=5, ir=12
time=8198, red=2, ir=15
time=8208, red=14, ir=11
time=8218, red=3, ir=0
time=8228, red=0, ir=14
time=8238, red=12, ir=3
time=8248, red=1, ir=2
time=8258, red=10, ir=0
time=8268, red=14, ir=11
time=8278, red=9, ir=0
time=8288, red=1, ir=2
time=8298, red=0, ir=0
time=8308, red=0, ir=1
time=8318, red=16, ir=5
time=8328, red=3, ir=0
time=8338, red=4, ir=1
time=8348, red=11, ir=13
time=8358, red=15, ir=13
time=8368, red=1, ir=2
time=8378, red=0, ir=4
time=8388, red=15, ir=0
time=8398, red=0, ir=5
time=8408, red=6, ir=0
time=8418, red=3, ir=8
time=8428, red=4, ir=20
time=8438, red=10, ir=0
time=8448, red=0, ir=12
time=8458, red=0, ir=11
time=8468, red=10, ir=8
time=8478, red=10, ir=4
time=8488, red=5, ir=1
time=8498, red=11, ir=0
time=8508, red=14, ir=2
time=8518, red=14, ir=5
time=8528, red=7, ir=3
time=8538, red=9, ir=10
time=8548, red=1, ir=0
time=8558, red=12, ir=1
time=8568, red=7, ir=4
time=8578, red=6, ir=15
time=8588, red=6, ir=0
time=8598, red=15, ir=7
time=8608, red=10, ir=4
time=8618, red=2, ir=0
time=8628, red=8, ir=20
time=8638, red=3, ir=6
time=8648, red=3, ir=12
time=8658, red=0, ir=7
time=8668, red=6, ir=0
time=8678, red=7, ir=9
time=8688, red=0, ir=8
time=8698, red=0, ir=6
time=8708, red=8, ir=10
time=8718, red=1, ir=0
time=8728, red=15, ir=14
time=8738, red=0, ir=3
time=8748, red=5, ir=5
time=8758, red=11, ir=0
time=8768, red=3, ir=0
time=8778, red=5, ir=2
time=8788, red=0, ir=5
time=8798, red=19, ir=4
time=8808, red=2, ir=18
time=8818, red=8, ir=7
time=8828, red=4, ir=9
time=8838, red=5, ir=0
time=8848, red=4, ir=0
time=8858, red=0, ir=9
time=8868, red=13, ir=4
time=8878, red=16282, ir=58186
time=8888, red=58143, ir=74637
